id,takip_tamamlama,takip_anket_tarihi,takip_calisma_durumu_son_4hafta,takip_calisma_durumu_20_saat,takip_sgk_kaydi,takip_calisma_saat_ort,takip_calisma_aylik_gelir_ort
68449033,1.0,06/02/2012,No,,No,72.0,750.0
64392022,1.0,15/02/2012,Yes,No,Yes,50.0,950.0
65240089,1.0,31/01/2012,No,,No,60.0,250.0
60983007,1.0,05/01/2012,Yes,No,Yes,60.0,600.0
66891039,1.0,02/02/2012,Yes,Yes,No,17.0,350.0
60984018,1.0,02/01/2012,Yes,No,Yes,80.0,850.0
64358013,1.0,13/01/2012,Yes,Yes,Yes,66.0,750.0
65988042,1.0,01/02/2012,No,,No,60.0,280.0
64262011,1.0,30/01/2012,No,,,,
66837006,1.0,08/02/2012,No,,Yes,36.0,500.0
68302055,1.0,19/01/2012,No,,Yes,48.0,400.0
64392024,1.0,31/01/2012,Yes,Yes,Yes,45.0,800.0
64068038,1.0,11/02/2012,Yes,No,,,
60409043,1.0,16/01/2012,No,,Yes,40.0,700.0
65240035,1.0,12/02/2012,No,,No,72.0,700.0
66922080,1.0,15/02/2012,No,,Yes,48.0,550.0
68232023,1.0,14/01/2012,No,,Yes,72.0,600.0
60409022,1.0,16/02/2012,Yes,No,,,
64067036,1.0,25/01/2012,No,,No,60.0,400.0
65294006,1.0,25/01/2012,No,,Yes,72.0,650.0
63066038,1.0,23/02/2012,Yes,Yes,Yes,42.0,1200.0
67805008,1.0,06/01/2012,No,,No,72.0,120.0
64260044,1.0,30/01/2012,No,,,,
65986010,1.0,16/02/2012,No,,,,
67799037,1.0,07/01/2012,Yes,Yes,Yes,60.0,1250.0
64244012,1.0,14/02/2012,Yes,Yes,Yes,50.0,829.0
64300030,1.0,22/01/2012,No,,,,
65240037,1.0,24/01/2012,Yes,No,Yes,48.0,650.0
66891045,1.0,01/02/2012,No,,No,72.0,650.0
65984041,1.0,26/01/2012,No,,,,
65882014,1.0,01/02/2012,No,,,,
65882034,1.0,02/02/2012,No,,,,
64174009,1.0,12/01/2012,Yes,Yes,Yes,54.0,1100.0
65294037,1.0,26/01/2012,No,,,,
68158003,1.0,08/02/2012,Yes,Yes,No,60.0,2000.0
65481023,1.0,22/01/2012,No,,Yes,48.0,700.0
66382046,1.0,26/01/2012,Yes,Yes,Yes,56.0,1500.0
65753005,1.0,27/02/2012,No,,No,45.0,660.0
67842036,1.0,23/02/2012,Yes,No,,,
61177036,1.0,14/02/2012,Yes,Yes,Yes,45.0,700.0
68119004,1.0,07/02/2012,Yes,Yes,Yes,63.0,1000.0
64357070,1.0,24/01/2012,Yes,Yes,Yes,55.0,789.0
65240068,1.0,07/02/2012,No,,No,20.0,250.0
66809031,1.0,23/01/2012,Yes,Yes,Yes,72.0,700.0
64273003,1.0,03/02/2012,No,,No,32.0,99999.0
67573019,1.0,26/01/2012,Yes,Yes,Yes,48.0,1100.0
67034058,1.0,14/02/2012,No,,Yes,30.0,400.0
65987017,1.0,08/02/2012,No,,Yes,18.0,600.0
64344033,1.0,15/02/2012,No,,No,54.0,0.0
64353010,1.0,08/02/2012,Yes,Yes,Yes,30.0,500.0
65459017,1.0,24/01/2012,No,,No,18.0,400.0
67289068,1.0,19/01/2012,No,,Yes,48.0,600.0
64263021,1.0,03/02/2012,No,,,,
66303021,1.0,26/01/2012,No,,,,
64336025,1.0,23/01/2012,No,,,,
68449046,1.0,18/01/2012,No,,Yes,50.0,1200.0
60409035,1.0,12/01/2012,Yes,Yes,Yes,60.0,1200.0
68449035,1.0,20/02/2012,Yes,Yes,No,50.0,600.0
67034076,1.0,01/03/2012,Yes,Yes,Yes,66.0,800.0
66922072,1.0,19/01/2012,No,,Yes,48.0,1000.0
64282034,1.0,31/01/2012,No,,Yes,40.0,700.0
65984096,1.0,09/02/2012,No,,,,
64264024,1.0,21/01/2012,No,,,,
67460042,1.0,31/12/2011,Yes,No,Yes,60.0,589.0
64431026,1.0,14/02/2012,No,,Yes,60.0,750.0
65042012,1.0,19/02/2012,Yes,Yes,Yes,40.0,800.0
64431047,1.0,14/02/2012,No,,Yes,48.0,1000.0
67032079,1.0,22/02/2012,No,,No,40.0,550.0
64236005,1.0,15/02/2012,Yes,Yes,Yes,50.0,1500.0
65240039,1.0,08/02/2012,Yes,Yes,Yes,44.0,750.0
64273004,1.0,23/01/2012,No,,No,60.0,400.0
59026011,1.0,25/01/2012,No,,No,70.0,400.0
65474026,1.0,18/02/2012,Yes,Yes,Yes,72.0,700.0
64298032,1.0,19/01/2012,Yes,Yes,Yes,45.0,700.0
65987014,1.0,12/02/2012,Yes,Yes,No,48.0,500.0
64067012,1.0,02/03/2012,Yes,Yes,Yes,48.0,900.0
68301005,1.0,06/02/2012,No,,,,
67032065,1.0,13/02/2012,Yes,Yes,Yes,60.0,750.0
67842002,1.0,20/02/2012,No,,,,
64330023,1.0,31/01/2012,Yes,Yes,Yes,60.0,800.0
67573046,1.0,15/02/2012,Yes,Yes,Yes,40.0,970.0
64431044,1.0,25/01/2012,Yes,Yes,Yes,48.0,99999.0
66303024,1.0,19/01/2012,Yes,Yes,,,
65984120,1.0,06/02/2012,No,,,,
64392011,1.0,31/01/2012,Yes,No,Yes,60.0,600.0
64283007,1.0,07/02/2012,No,,,,
64296019,1.0,21/02/2012,Yes,Yes,Yes,70.0,1200.0
65986026,1.0,16/02/2012,Yes,Yes,99.0,78.0,701.0
66303019,1.0,31/01/2012,No,,No,84.0,300.0
68097035,1.0,23/02/2012,Yes,Yes,Yes,66.0,1200.0
64298034,1.0,19/02/2012,Yes,Yes,Yes,48.0,1000.0
68097063,1.0,18/01/2012,No,,No,48.0,700.0
64174011,1.0,21/01/2012,No,,,,
67683014,1.0,15/02/2012,Yes,Yes,No,60.0,700.0
65984108,1.0,03/02/2012,No,,No,56.0,101.0
66837006,1.0,08/02/2012,No,,Yes,36.0,500.0
68441042,1.0,11/02/2012,No,,No,45.0,800.0
68096002,1.0,13/02/2012,No,,No,60.0,99999.0
64336050,1.0,23/01/2012,No,,No,40.0,730.0
65434023,1.0,02/02/2012,Yes,No,Yes,50.0,900.0
64357081,1.0,29/02/2012,Yes,Yes,Yes,40.0,900.0
65043001,1.0,27/02/2012,No,,Yes,60.0,600.0
65476044,1.0,28/02/2012,No,,,,
66264021,1.0,04/02/2012,Yes,Yes,No,70.0,750.0
64264005,1.0,13/02/2012,No,,,,
68158070,1.0,26/01/2012,Yes,Yes,Yes,36.0,1400.0
65749009,1.0,22/02/2012,Yes,Yes,Yes,48.0,800.0
64186006,1.0,27/01/2012,Yes,Yes,Yes,54.0,1250.0
65984020,1.0,15/01/2012,No,,,,
68402008,1.0,17/02/2012,No,,,,
66837011,1.0,17/01/2012,Yes,Yes,Yes,40.0,990.0
64283013,1.0,17/02/2012,No,,,,
66891044,1.0,08/02/2012,No,,,,
60984014,1.0,27/01/2012,Yes,Yes,Yes,48.0,550.0
64284026,1.0,06/02/2012,Yes,Yes,Yes,60.0,650.0
64264001,1.0,21/01/2012,Yes,Yes,Yes,75.0,700.0
64068019,1.0,17/02/2012,No,,,,
66542010,1.0,19/01/2012,No,,Yes,60.0,600.0
68302007,1.0,13/02/2012,Yes,Yes,Yes,50.0,800.0
65358177,1.0,27/01/2012,Yes,Yes,Yes,96.0,700.0
64353030,1.0,07/02/2012,Yes,Yes,Yes,40.0,2500.0
64262047,1.0,27/01/2012,No,,Yes,40.0,600.0
65497017,1.0,22/01/2012,Yes,Yes,Yes,72.0,750.0
66837006,1.0,08/02/2012,No,,Yes,36.0,500.0
66809041,1.0,22/02/2012,No,,Yes,999.0,1400.0
67407005,1.0,30/01/2012,No,,Yes,55.0,1500.0
67826018,1.0,25/01/2012,No,,Yes,40.0,600.0
64262020,1.0,31/01/2012,No,,,,
66922060,1.0,12/01/2012,Yes,Yes,Yes,30.0,850.0
64361020,1.0,21/01/2012,No,,No,40.0,400.0
66837006,1.0,08/02/2012,No,,Yes,36.0,500.0
64068040,1.0,27/01/2012,Yes,No,Yes,48.0,750.0
66086035,1.0,24/02/2012,Yes,Yes,Yes,60.0,660.0
65497025,1.0,22/01/2012,No,,Yes,66.0,500.0
64330010,1.0,28/02/2012,Yes,Yes,Yes,48.0,850.0
64357015,1.0,26/01/2012,Yes,Yes,Yes,60.0,750.0
65497028,1.0,24/01/2012,Yes,Yes,Yes,51.0,700.0
65987032,1.0,16/02/2012,No,,,,
65753015,1.0,31/01/2012,Yes,Yes,Yes,50.0,800.0
64356028,1.0,24/01/2012,No,,,,
64392006,1.0,01/02/2012,Yes,Yes,Yes,45.0,900.0
67700030,1.0,20/02/2012,Yes,Yes,Yes,48.0,950.0
67579026,1.0,01/01/2012,No,,,,
65042004,1.0,25/02/2012,Yes,Yes,Yes,999.0,850.0
65493028,1.0,17/02/2012,Yes,Yes,Yes,45.0,750.0
68402042,1.0,13/01/2012,No,,No,45.0,900.0
65358185,1.0,23/02/2012,No,,,,
68119032,1.0,25/01/2012,No,,Yes,60.0,300.0
65459030,1.0,24/01/2012,No,,No,85.0,500.0
64352014,1.0,31/01/2012,No,,Yes,60.0,660.0
68302053,1.0,06/02/2012,No,,,,
65436018,1.0,17/02/2012,No,,,,
65358196,1.0,01/02/2012,No,,,,
67577019,1.0,09/02/2012,Yes,No,Yes,50.0,1000.0
67032075,1.0,02/03/2012,Yes,Yes,Yes,60.0,800.0
66891029,1.0,01/02/2012,No,,,,
64347014,1.0,30/01/2012,Yes,No,Yes,82.0,750.0
61177004,1.0,14/02/2012,Yes,Yes,Yes,60.0,800.0
67289017,1.0,23/02/2012,No,,Yes,48.0,1000.0
64244029,1.0,20/02/2012,Yes,No,,,
64354001,1.0,23/01/2012,No,,,,
64067004,1.0,25/01/2012,No,,No,84.0,900.0
64361001,1.0,09/02/2012,No,,,,
64281030,1.0,15/02/2012,No,,Yes,48.0,400.0
60984019,1.0,08/02/2012,No,,,,
64330027,1.0,07/02/2012,No,,Yes,60.0,500.0
65481021,1.0,22/01/2012,No,,No,70.0,800.0
67799033,1.0,08/02/2012,Yes,Yes,No,65.0,65.0
64373012,1.0,24/02/2012,No,,,,
65882039,1.0,20/02/2012,No,,Yes,74.0,600.0
65293014,1.0,25/01/2012,Yes,Yes,Yes,55.0,800.0
68444010,1.0,28/01/2012,Yes,Yes,No,45.0,99999.0
65749038,1.0,18/02/2012,Yes,Yes,Yes,40.0,1200.0
64352035,1.0,23/02/2012,No,,Yes,55.0,630.0
64346004,1.0,08/02/2012,No,,Yes,60.0,600.0
67683012,1.0,10/01/2012,No,,,,
66451007,1.0,29/02/2012,Yes,Yes,No,75.0,750.0
64296036,1.0,14/01/2012,Yes,Yes,Yes,60.0,750.0
65984098,1.0,02/02/2012,Yes,Yes,Yes,40.0,900.0
59026024,1.0,15/02/2012,No,,Yes,40.0,600.0
66451028,1.0,06/02/2012,No,,Yes,45.0,700.0
64067042,1.0,08/02/2012,No,,,,
66086008,1.0,23/02/2012,Yes,No,Yes,60.0,700.0
65749039,1.0,14/01/2012,No,,,,
64330037,1.0,19/02/2012,Yes,Yes,Yes,40.0,700.0
65883034,1.0,10/02/2012,Yes,Yes,Yes,40.0,700.0
64354036,1.0,20/02/2012,No,,No,30.0,500.0
64346008,1.0,08/02/2012,No,,Yes,28.0,750.0
66382040,1.0,26/01/2012,No,,Yes,84.0,700.0
67034013,1.0,02/03/2012,No,,,,
60409002,1.0,08/02/2012,Yes,Yes,Yes,55.0,1000.0
67843009,1.0,25/02/2012,Yes,Yes,,,
65240069,1.0,13/02/2012,No,,Yes,56.0,700.0
65493018,1.0,01/03/2012,Yes,Yes,Yes,40.0,1000.0
60929016,1.0,31/12/2011,Yes,Yes,,,
67034049,1.0,25/01/2012,No,,Yes,40.0,600.0
65043007,1.0,17/01/2012,No,,Yes,40.0,800.0
65179007,1.0,02/02/2012,Yes,Yes,No,40.0,400.0
64067022,1.0,25/01/2012,No,,,,
68304005,1.0,23/01/2012,No,,,,
60409012,1.0,06/02/2012,No,,Yes,45.0,1300.0
64067041,1.0,27/01/2012,No,,No,70.0,900.0
68304065,1.0,21/01/2012,No,,,,
65686003,1.0,08/02/2012,No,,,,
64281038,1.0,22/01/2012,No,,Yes,48.0,99999.0
65984084,1.0,24/01/2012,Yes,No,No,54.0,550.0
67845026,1.0,05/01/2012,No,,,,
66382033,1.0,14/01/2012,No,,,,
67289008,1.0,12/01/2012,Yes,Yes,Yes,48.0,800.0
64330008,1.0,31/01/2012,No,,Yes,60.0,630.0
64264029,1.0,12/02/2012,No,,,,
60984010,1.0,20/01/2012,Yes,Yes,Yes,48.0,1000.0
65358027,1.0,28/01/2012,No,,,,
66809010,1.0,03/02/2012,No,,No,60.0,350.0
59026016,1.0,09/02/2012,No,,No,60.0,500.0
64263003,1.0,09/02/2012,No,,,,
68386008,1.0,11/02/2012,No,,,,
65459013,1.0,07/02/2012,No,,Yes,72.0,660.0
65232015,1.0,23/02/2012,Yes,Yes,Yes,45.0,700.0
64354039,1.0,19/02/2012,Yes,Yes,Yes,57.0,960.0
65461028,1.0,24/01/2012,Yes,Yes,Yes,75.0,700.0
68402034,1.0,15/02/2012,Yes,No,,,
67289076,1.0,21/02/2012,No,,No,20.0,320.0
60409028,1.0,05/02/2012,Yes,Yes,Yes,54.0,800.0
65042027,1.0,14/02/2012,Yes,Yes,Yes,60.0,850.0
68386043,1.0,13/02/2012,99.0,Yes,Yes,48.0,1000.0
68119005,1.0,02/02/2012,Yes,Yes,Yes,90.0,700.0
64358003,1.0,14/01/2012,Yes,Yes,Yes,44.0,850.0
67577033,1.0,21/01/2012,No,,,,
65240099,1.0,08/02/2012,No,,Yes,12.0,100.0
65240044,1.0,01/02/2012,No,,No,15.0,99999.0
65753001,1.0,27/02/2012,Yes,Yes,Yes,48.0,800.0
60984017,1.0,27/12/2011,No,,No,48.0,750.0
64338040,1.0,23/02/2012,Yes,Yes,No,66.0,650.0
64297030,1.0,18/01/2012,Yes,Yes,Yes,45.0,900.0
65358189,1.0,30/01/2012,No,,,,
65240013,1.0,13/02/2012,Yes,Yes,Yes,36.0,800.0
68304032,1.0,17/01/2012,Yes,Yes,,,
67845030,1.0,19/02/2012,Yes,Yes,Yes,66.0,800.0
64283024,1.0,17/02/2012,No,,,,
65358053,1.0,08/02/2012,No,,,,
67289048,1.0,27/02/2012,No,,Yes,48.0,670.0
64186022,1.0,16/02/2012,No,,Yes,60.0,1000.0
64392004,1.0,09/02/2012,Yes,Yes,Yes,54.0,1000.0
67579017,1.0,30/12/2011,No,,Yes,72.0,650.0
66837037,1.0,17/01/2012,Yes,Yes,Yes,65.0,702.0
64358024,1.0,14/02/2012,No,,Yes,22.0,300.0
64346010,1.0,22/02/2012,Yes,Yes,Yes,45.0,99999.0
68444019,1.0,17/02/2012,No,,,,
64392002,1.0,24/02/2012,No,,,,
64300039,1.0,14/01/2012,Yes,No,Yes,79.0,730.0
67460043,1.0,21/01/2012,Yes,Yes,Yes,54.0,750.0
64364023,1.0,27/02/2012,No,,,,
64300033,1.0,03/02/2012,Yes,Yes,Yes,54.0,750.0
64345015,1.0,19/02/2012,No,,,,
64281030,1.0,15/02/2012,No,,Yes,48.0,400.0
67288015,1.0,22/02/2012,Yes,Yes,Yes,60.0,1800.0
64297012,1.0,21/02/2012,Yes,Yes,Yes,45.0,750.0
67032020,1.0,21/02/2012,No,,,,
64186011,1.0,21/02/2012,Yes,Yes,Yes,48.0,1250.0
64336045,1.0,19/02/2012,Yes,Yes,Yes,65.0,700.0
65984086,1.0,20/01/2012,Yes,Yes,Yes,20.0,420.0
67683036,1.0,08/02/2012,No,,No,66.0,700.0
64431004,1.0,19/01/2012,No,,,,
66809016,1.0,01/03/2012,No,,,,
67700031,1.0,10/02/2012,No,,Yes,72.0,1000.0
65480024,1.0,02/03/2012,No,,,,
65434012,1.0,25/02/2012,Yes,Yes,Yes,72.0,1000.0
64356018,1.0,20/02/2012,No,,,,
65480025,1.0,22/01/2012,No,,,,
66922032,1.0,25/01/2012,No,,No,52.0,750.0
67288023,1.0,24/02/2012,No,,Yes,60.0,850.0
64356001,1.0,24/01/2012,No,,No,60.0,500.0
68441034,1.0,21/01/2012,No,,,,
64329040,1.0,23/01/2012,No,,No,60.0,630.0
65358192,1.0,26/01/2012,No,,,,
65476016,1.0,21/02/2012,Yes,Yes,Yes,48.0,1500.0
68449038,1.0,15/02/2012,No,,Yes,48.0,810.0
64283027,1.0,16/02/2012,No,,,,
65240064,1.0,01/02/2012,No,,,,
65179026,1.0,02/02/2012,Yes,Yes,No,72.0,600.0
67460002,1.0,27/12/2011,Yes,Yes,Yes,45.0,750.0
65358066,1.0,28/01/2012,Yes,Yes,No,55.0,330.0
64297038,1.0,07/02/2012,No,,No,56.0,650.0
64244015,1.0,12/01/2012,No,,,,
65749019,1.0,26/01/2012,No,,,,
64356034,1.0,23/01/2012,No,,Yes,60.0,550.0
65434027,1.0,29/02/2012,Yes,Yes,No,72.0,750.0
66837050,1.0,19/01/2012,Yes,Yes,Yes,48.0,750.0
67579047,1.0,08/02/2012,Yes,No,Yes,48.0,1000.0
65042030,1.0,25/02/2012,Yes,Yes,Yes,45.0,1150.0
64298029,1.0,18/01/2012,Yes,Yes,Yes,48.0,1200.0
67034045,1.0,26/01/2012,No,,No,60.0,300.0
67803007,1.0,03/03/2012,No,,Yes,50.0,650.0
65358142,1.0,31/01/2012,No,,,,
68304002,1.0,09/02/2012,No,,No,72.0,600.0
67843043,1.0,01/03/2012,No,,No,100.0,500.0
67289080,1.0,19/02/2012,No,,,,
60983028,1.0,22/01/2012,Yes,Yes,Yes,45.0,700.0
64357012,1.0,15/02/2012,99.0,Yes,Yes,60.0,600.0
67826005,1.0,13/01/2012,Yes,Yes,Yes,48.0,1250.0
67799010,1.0,10/01/2012,Yes,Yes,Yes,50.0,1000.0
60409030,1.0,18/01/2012,Yes,No,,,
64186020,1.0,12/01/2012,No,,No,66.0,650.0
67803040,1.0,02/02/2012,No,,Yes,45.0,850.0
67786042,1.0,15/02/2012,No,,No,72.0,350.0
65984024,1.0,17/01/2012,No,,No,40.0,200.0
62617017,1.0,13/02/2012,No,,,,
66809025,1.0,10/02/2012,No,,Yes,48.0,720.0
65358010,1.0,25/02/2012,No,,,,
67577025,1.0,03/02/2012,Yes,Yes,Yes,72.0,700.0
67407010,1.0,16/01/2012,No,,No,66.0,620.0
67826043,1.0,18/02/2012,Yes,Yes,Yes,40.0,1500.0
68441015,1.0,10/01/2012,No,,Yes,72.0,700.0
65480019,1.0,09/02/2012,Yes,No,Yes,60.0,900.0
65497027,1.0,24/01/2012,Yes,Yes,Yes,48.0,1100.0
64247035,1.0,26/01/2012,Yes,Yes,Yes,40.0,700.0
65984097,1.0,02/02/2012,No,,,,
67407028,1.0,23/01/2012,Yes,Yes,Yes,50.0,750.0
67683040,1.0,12/01/2012,No,,,,
65883017,1.0,01/02/2012,No,,,,
64262042,1.0,07/02/2012,No,,No,999.0,99999.0
65240085,1.0,07/02/2012,Yes,No,,,
65984061,1.0,17/01/2012,No,,,,
67032078,1.0,23/02/2012,Yes,No,,,
64263012,1.0,23/02/2012,No,,No,999.0,350.0
65480008,1.0,02/02/2012,No,,,,
64361014,1.0,21/01/2012,No,,Yes,48.0,500.0
68304085,1.0,23/02/2012,No,,,,
65984101,1.0,03/02/2012,No,,Yes,48.0,650.0
66382022,1.0,25/01/2012,No,,,,
66451039,1.0,27/02/2012,99.0,Yes,Yes,60.0,1300.0
68449015,1.0,14/02/2012,No,,Yes,50.0,825.0
68386040,1.0,13/01/2012,No,,Yes,60.0,2500.0
65434006,1.0,22/02/2012,No,,Yes,48.0,700.0
66451019,1.0,10/02/2012,No,,Yes,30.0,890.0
64296024,1.0,02/02/2012,Yes,Yes,Yes,48.0,500.0
64297036,1.0,07/02/2012,Yes,Yes,No,24.0,200.0
65240004,1.0,08/02/2012,No,,,,
64298036,1.0,22/01/2012,Yes,Yes,Yes,60.0,1000.0
68158013,1.0,13/02/2012,No,,Yes,60.0,750.0
64346007,1.0,19/02/2012,No,,Yes,45.0,600.0
64300016,1.0,22/01/2012,No,,Yes,84.0,850.0
68441021,1.0,13/02/2012,No,,Yes,48.0,500.0
63066015,1.0,11/01/2012,No,,Yes,60.0,500.0
65476018,1.0,29/02/2012,Yes,Yes,Yes,48.0,700.0
68097041,1.0,14/02/2012,No,,Yes,54.0,99999.0
67573047,1.0,20/02/2012,Yes,Yes,Yes,50.0,700.0
65476024,1.0,01/02/2012,Yes,No,Yes,50.0,700.0
64338030,1.0,17/01/2012,Yes,Yes,Yes,54.0,1500.0
68405003,1.0,17/01/2012,No,,Yes,55.0,835.0
68301023,1.0,14/02/2012,No,,Yes,48.0,250.0
65043005,1.0,23/02/2012,No,,No,77.0,300.0
67579031,1.0,24/01/2012,Yes,Yes,Yes,60.0,750.0
66837006,1.0,08/02/2012,No,,Yes,36.0,500.0
64431030,1.0,20/01/2012,No,,,,
65749025,1.0,13/01/2012,No,,No,50.0,0.0
67289070,1.0,02/03/2012,Yes,No,No,60.0,800.0
65984072,1.0,19/01/2012,No,,,,
64344023,1.0,21/02/2012,No,,Yes,45.0,750.0
65294023,1.0,02/02/2012,No,,Yes,84.0,650.0
64364002,1.0,31/01/2012,Yes,No,Yes,48.0,650.0
68304096,1.0,21/02/2012,Yes,Yes,Yes,70.0,850.0
68304043,1.0,07/02/2012,No,,No,105.0,800.0
65882007,1.0,17/01/2012,No,,Yes,45.0,60.0
65987039,1.0,19/01/2012,No,,Yes,60.0,900.0
64284009,1.0,12/01/2012,No,,No,75.0,300.0
65988033,1.0,16/02/2012,No,,,,
64284010,1.0,15/02/2012,Yes,Yes,Yes,48.0,700.0
65753041,1.0,25/02/2012,Yes,Yes,Yes,40.0,850.0
66837029,1.0,17/01/2012,Yes,Yes,Yes,60.0,1000.0
65493023,1.0,21/02/2012,Yes,Yes,Yes,45.0,1000.0
64358021,1.0,06/02/2012,Yes,Yes,Yes,40.0,1000.0
64283001,1.0,06/02/2012,99.0,Yes,Yes,999.0,300.0
64338038,1.0,15/02/2012,No,,Yes,70.0,600.0
67579043,1.0,13/01/2012,Yes,Yes,Yes,50.0,700.0
64372018,1.0,21/02/2012,Yes,No,Yes,60.0,1500.0
67803016,1.0,16/01/2012,No,,No,60.0,300.0
64282017,1.0,20/02/2012,Yes,Yes,Yes,40.0,1350.0
60929004,1.0,17/01/2012,Yes,Yes,Yes,36.0,800.0
66451004,1.0,10/02/2012,No,,,,
64330015,1.0,16/02/2012,No,,Yes,48.0,1200.0
64352034,1.0,13/02/2012,No,,,,
64431057,1.0,01/02/2012,No,,,,
68405016,1.0,13/01/2012,Yes,No,,,
65474013,1.0,13/02/2012,Yes,Yes,Yes,45.0,600.0
67683044,1.0,18/01/2012,Yes,No,No,52.0,700.0
66837030,1.0,14/01/2012,Yes,Yes,Yes,84.0,700.0
64338015,1.0,24/01/2012,Yes,Yes,No,80.0,700.0
65497024,1.0,22/01/2012,Yes,Yes,Yes,56.0,1200.0
65043008,1.0,24/02/2012,No,,,,
67843041,1.0,16/02/2012,No,,Yes,10.0,250.0
65476019,1.0,16/02/2012,Yes,Yes,Yes,49.0,750.0
68304017,1.0,26/01/2012,No,,Yes,72.0,1250.0
67032052,1.0,25/02/2012,No,,Yes,10.0,900.0
64353032,1.0,22/02/2012,Yes,Yes,Yes,60.0,750.0
65211030,1.0,11/02/2012,No,,,,
67289050,1.0,13/02/2012,No,,Yes,72.0,850.0
66922005,1.0,01/02/2012,Yes,Yes,No,54.0,770.0
64247034,1.0,27/01/2012,No,,,,
68097036,1.0,24/02/2012,Yes,Yes,Yes,60.0,750.0
64248027,1.0,11/01/2012,Yes,Yes,Yes,40.0,1200.0
68304010,1.0,09/02/2012,No,,,,
66891047,1.0,06/02/2012,No,,Yes,45.0,750.0
65294008,1.0,07/02/2012,No,,Yes,60.0,1500.0
65240032,1.0,28/01/2012,No,,,,
67579045,1.0,13/01/2012,Yes,Yes,Yes,40.0,1000.0
64300025,1.0,01/02/2012,Yes,No,No,56.0,600.0
65179008,1.0,02/02/2012,No,,Yes,40.0,875.0
64431045,1.0,14/02/2012,No,,,,
67579005,1.0,12/02/2012,Yes,Yes,Yes,45.0,650.0
64357080,1.0,28/02/2012,No,,Yes,70.0,1700.0
64281011,1.0,06/02/2012,Yes,Yes,Yes,55.0,750.0
65497015,1.0,22/01/2012,No,,No,60.0,300.0
67826021,1.0,07/02/2012,Yes,Yes,Yes,30.0,1600.0
64260047,1.0,03/02/2012,No,,Yes,72.0,130.0
65240110,1.0,13/02/2012,No,,Yes,42.0,700.0
65496030,1.0,24/01/2012,Yes,Yes,Yes,50.0,700.0
60409047,1.0,30/01/2012,No,,Yes,60.0,1000.0
64357045,1.0,11/02/2012,No,,,,
65476014,1.0,19/02/2012,Yes,Yes,Yes,60.0,700.0
65882026,1.0,01/02/2012,Yes,Yes,No,25.0,450.0
65179015,1.0,04/02/2012,No,,,,
65687013,1.0,28/02/2012,No,,Yes,30.0,900.0
66809030,1.0,07/02/2012,No,,No,240.0,650.0
65883003,1.0,30/01/2012,No,,Yes,60.0,600.0
65232001,1.0,13/02/2012,No,,,,
64068043,1.0,07/02/2012,No,,,,
65358101,1.0,26/01/2012,No,,,,
67826008,1.0,10/02/2012,No,,,,
67407048,1.0,20/02/2012,Yes,No,,,
64354030,1.0,16/02/2012,No,,,,
66809037,1.0,31/01/2012,Yes,Yes,Yes,90.0,1200.0
64262037,1.0,13/02/2012,No,,,,
65436027,1.0,10/02/2012,No,,,,
64068027,1.0,30/01/2012,Yes,Yes,Yes,48.0,600.0
64282029,1.0,11/02/2012,99.0,Yes,Yes,60.0,730.0
67034021,1.0,12/02/2012,No,,Yes,60.0,1000.0
60929001,1.0,03/02/2012,Yes,Yes,Yes,48.0,850.0
66891007,1.0,08/02/2012,Yes,Yes,Yes,20.0,700.0
65294038,1.0,16/02/2012,No,,Yes,45.0,2250.0
66891008,1.0,22/02/2012,No,,Yes,48.0,660.0
64068044,1.0,07/02/2012,Yes,Yes,Yes,56.0,1200.0
65474018,1.0,03/03/2012,No,,No,66.0,100.0
67579025,1.0,21/01/2012,Yes,Yes,No,50.0,400.0
64186012,1.0,04/02/2012,No,,,,
66382031,1.0,13/01/2012,No,,,,
67843007,1.0,08/01/2012,Yes,Yes,No,55.0,1300.0
64346011,1.0,01/02/2012,No,,Yes,45.0,650.0
66451043,1.0,02/03/2012,99.0,Yes,No,48.0,500.0
65358024,1.0,31/01/2012,No,,,,
65240001,1.0,17/01/2012,Yes,Yes,Yes,40.0,710.0
65434039,1.0,28/02/2012,No,,Yes,55.0,630.0
65358193,1.0,19/02/2012,No,,,,
64338027,1.0,08/02/2012,No,,,,
67034010,1.0,11/02/2012,No,,,,
66837007,1.0,22/01/2012,Yes,Yes,Yes,72.0,700.0
67577026,1.0,25/01/2012,Yes,Yes,Yes,72.0,1500.0
64300034,1.0,16/02/2012,No,,Yes,48.0,725.0
65882032,1.0,18/01/2012,No,,,,
68386009,1.0,16/02/2012,Yes,No,,,
67700016,1.0,10/02/2012,Yes,Yes,Yes,55.0,1000.0
67289039,1.0,04/02/2012,Yes,Yes,Yes,45.0,700.0
67034044,1.0,09/02/2012,99.0,Yes,Yes,72.0,860.0
65179013,1.0,21/02/2012,Yes,Yes,Yes,60.0,800.0
64353025,1.0,22/02/2012,No,,Yes,48.0,750.0
65043047,1.0,15/02/2012,No,,,,
64263044,1.0,13/02/2012,No,,,,
65240083,1.0,14/02/2012,No,,,,
65294025,1.0,23/01/2012,No,,No,42.0,400.0
64263018,1.0,24/02/2012,No,,,,
65496018,1.0,24/01/2012,No,,No,24.0,500.0
68386027,1.0,10/01/2012,No,,Yes,60.0,180.0
65240061,1.0,14/02/2012,Yes,Yes,Yes,48.0,1500.0
