id,grup,kurs_kodu,baseline_anket_tarihi,cinsiyet,dogum_yili,baseline_calisma_durumu_son_4hafta,baseline_calisma_durumu_20_saat,baseline_sgk_kaydi,baseline_calisma_saat_ort,baseline_calisma_aylik_gelir_ort,takip_tamamlama,takip_anket_tarihi,takip_calisma_durumu_son_4hafta,takip_calisma_durumu_20_saat,takip_sgk_kaydi,takip_calisma_saat_ort,takip_calisma_aylik_gelir_ort,kurs_yeni_yetenekler_ogretti,kurs_mevcut_yeteneklerimi_sertifikaladi,kurs_is_bulma_stratejileri_ogretti,kursu_kim_verdi,sgk_ocak_2012,sgk_agu_2013,sgk_agu_2013_gelir,kurs_tamamlama_durumu,kursa_katilim_gun_sayisi,CP_c12,CP_c13
66303010,2,66303,2010-10-22,Male,1989,No,,No,45.0,750.0,1.0,19/01/2012,Yes,Yes,Yes,40.0,1500.0,course did not do this,course did this,course did not do this,ISKUR,1.0,0.0,0.0,,,,
67573031,1,67573,2011-01-07,Female,1990,No,,Yes,60.0,700.0,1.0,07/01/2012,No,,Yes,56.0,750.0,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,80.0,,
64295002,2,64295,2010-10-28,Female,1989,No,,,,,1.0,19/02/2012,No,,Yes,70.0,703.0,,,,,1.0,1.0,1140.68,,,,
65984099,1,65984,2010-10-13,Male,1969,No,,No,60.0,600.0,1.0,13/01/2012,Yes,Yes,No,60.0,600.0,,,,,0.0,0.0,0.0,No,,,
65240086,1,65240,2010-10-11,Male,1984,No,,No,48.0,600.0,1.0,12/02/2012,Yes,Yes,Yes,96.0,1200.0,course did this,course did this,course did not do this,ISKUR,1.0,1.0,1748.47,Yes,26.0,,
64186002,2,64186,2010-11-12,Male,1992,No,,Yes,24.0,250.0,1.0,20/02/2012,Yes,No,,,,,,,,1.0,1.0,544.8,,,,
64263025,2,64263,2010-11-10,Female,1963,No,,,,,1.0,28/02/2012,Yes,Yes,Yes,60.0,700.0,,,,,1.0,0.0,0.0,,,,
67799008,2,67799,2010-12-20,Male,1978,No,,Yes,40.0,1450.0,1.0,21/02/2012,Yes,Yes,Yes,45.0,1450.0,,,,,0.0,1.0,2007.71,,,,
64352040,1,64352,2010-10-06,Female,1994,No,,,,,1.0,25/02/2012,No,,No,72.0,750.0,course did this,course did this,course did not do this,ISKUR,0.0,0.0,0.0,Yes,25.0,,
64392028,1,64392,2010-10-12,Male,1986,No,,Yes,50.0,600.0,1.0,15/02/2012,Yes,Yes,Yes,50.0,700.0,course did not do this,course did not do this,course did not do this,ISKUR,1.0,1.0,1199.45,Yes,67.0,,
66837006,2,66837,2010-12-03,Female,1974,No,,Yes,70.0,650.0,1.0,08/02/2012,No,,Yes,36.0,500.0,,,,,0.0,0.0,0.0,,,,
64392017,1,64392,2010-10-12,Male,1987,No,,,,,1.0,31/01/2012,No,,Yes,80.0,900.0,course did this,course did not do this,course did not do this,ISKUR,1.0,0.0,0.0,Yes,67.0,,
67460013,2,67460,2010-11-18,Male,1979,No,,Yes,66.0,1000.0,1.0,02/01/2012,Yes,Yes,Yes,40.0,900.0,,,,,1.0,1.0,1200.0,,,,
64352011,2,64352,2010-10-06,Female,1973,Yes,No,No,48.0,300.0,1.0,08/02/2012,Yes,No,No,45.0,750.0,,,,,0.0,1.0,1021.5,,,,
65232004,2,65232,2010-10-13,Male,1977,No,,Yes,48.0,600.0,1.0,04/02/2012,Yes,Yes,Yes,40.0,1000.0,,,,,1.0,1.0,1909.34,,,,
68304097,1,68304,2010-12-08,Female,1974,No,,,,,1.0,10/02/2012,No,,,,,,,,,0.0,0.0,0.0,No,,,
64297019,2,64297,2010-11-04,Male,1978,Yes,No,No,48.0,700.0,1.0,28/02/2012,Yes,Yes,No,36.0,800.0,,,,,0.0,1.0,1021.5,,,,
68302037,1,68302,2010-12-29,Male,1991,Yes,No,No,35.0,600.0,1.0,18/01/2012,No,,,,,,,,,0.0,0.0,0.0,No,,,
67805018,1,67805,2010-12-27,Female,1964,No,,Yes,60.0,550.0,1.0,26/01/2012,No,,Yes,45.0,650.0,,,,,1.0,1.0,715.05,No,18.0,,
66264010,2,66264,2010-10-20,Male,1967,No,,Yes,70.0,850.0,1.0,17/02/2012,Yes,Yes,Yes,36.0,1300.0,,,,,1.0,1.0,1831.42,,,,
67843004,2,67843,2010-12-27,Male,1991,No,,,,,1.0,17/02/2012,Yes,Yes,Yes,48.0,900.0,,,,,1.0,1.0,1743.72,,,,
68304024,2,68304,2010-12-08,Female,1976,No,,,,,1.0,13/01/2012,No,,,,,,,,,0.0,0.0,0.0,,,,
65358162,1,65358,2011-01-05,Female,1984,No,,,,,1.0,09/02/2012,No,,,,,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,61.0,,
67577016,2,67577,2010-11-13,Male,1985,No,,No,48.0,600.0,1.0,27/12/2011,Yes,Yes,Yes,60.0,800.0,,,,,1.0,1.0,1021.5,,,,
68097012,2,68097,2010-12-02,Female,1978,No,,Yes,54.0,550.0,1.0,31/01/2012,Yes,Yes,Yes,54.0,1000.0,course did this,course did this,course did this,Private training company/college,0.0,1.0,2057.12,,,,
68097025,2,68097,2010-12-02,Female,1985,No,,Yes,8.0,606.0,1.0,21/02/2012,Yes,No,No,40.0,650.0,,,,,0.0,0.0,0.0,,,,
64330026,1,64330,2010-10-13,Female,1992,No,,Yes,54.0,700.0,1.0,15/02/2012,No,,,,,,,,,0.0,0.0,0.0,Yes,25.0,,
66837006,2,66837,2010-12-03,Female,1974,No,,Yes,70.0,650.0,1.0,08/02/2012,No,,Yes,36.0,500.0,,,,,0.0,0.0,0.0,,,,
68119008,2,68119,2010-12-10,Female,1970,No,,,,,1.0,30/01/2012,No,,Yes,72.0,650.0,,,,,1.0,0.0,0.0,,,,
67579013,2,67579,2010-12-04,Female,1974,No,,No,45.0,400.0,1.0,28/12/2011,No,,,,,,,,,0.0,0.0,0.0,,,,
67843050,1,67843,2010-12-27,Male,1992,No,,,,,1.0,21/01/2012,No,,Yes,40.0,0.0,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,,,
64174003,2,64174,2010-10-05,Female,1985,No,,Yes,40.0,800.0,1.0,18/01/2012,Yes,Yes,Yes,49.0,1000.0,course did this,course did this,course did this,ISKUR,1.0,1.0,1784.63,Yes,56.0,,
65749036,1,65749,2010-09-24,Male,1982,Yes,No,No,30.0,1000.0,1.0,19/01/2012,Yes,Yes,Yes,54.0,720.0,,,,,0.0,0.0,0.0,No,,,
65211036,1,65211,2010-10-18,Female,1981,No,,Yes,84.0,600.0,1.0,30/01/2012,No,,No,60.0,700.0,course did this,course did this,course did this,ISKUR,1.0,1.0,1021.5,Yes,25.0,,
68158026,2,68158,2010-12-10,Male,1985,No,,Yes,9.0,450.0,1.0,16/01/2012,Yes,Yes,Yes,48.0,850.0,,,,,1.0,0.0,0.0,,,,
65240088,1,65240,2010-10-11,Female,1979,No,,,,,1.0,12/02/2012,Yes,Yes,No,60.0,700.0,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,26.0,,
67579014,2,67579,2010-12-04,Male,1991,No,,Yes,48.0,584.0,1.0,03/01/2012,Yes,Yes,Yes,74.0,680.0,,,,,1.0,0.0,0.0,,,,
65687023,1,65687,2010-11-05,Female,1987,No,,No,60.0,280.0,1.0,28/02/2012,No,,,,,course did not do this,course did not do this,course did this,ISKUR,1.0,0.0,0.0,Yes,75.0,,
68233031,1,68233,2010-12-10,Female,1987,No,,,,,1.0,04/02/2012,Yes,Yes,Yes,45.0,1400.0,course did this,course did this,course did not do this,ISKUR,1.0,0.0,0.0,Yes,69.0,,
60984001,2,60984,2010-12-27,Male,1985,No,,No,42.0,750.0,1.0,13/02/2012,No,,No,57.0,750.0,,,,,0.0,1.0,987.45,,,,
68304072,1,68304,2010-12-08,Female,1976,No,,,,,1.0,17/01/2012,No,,,,,course did not do this,course did not do this,course did this,ISKUR,0.0,0.0,0.0,Yes,53.0,,
66837006,2,66837,2010-12-03,Female,1974,No,,Yes,70.0,650.0,1.0,08/02/2012,No,,Yes,36.0,500.0,,,,,0.0,0.0,0.0,,,,
65294024,1,65294,2010-10-04,Male,1979,No,,Yes,55.0,800.0,1.0,26/01/2012,No,,Yes,48.0,900.0,course did this,course did this,course did this,ISKUR,1.0,0.0,0.0,Yes,33.0,,
65179028,1,65179,2010-09-23,Male,1977,No,,Yes,60.0,325.0,1.0,21/02/2012,No,,99.0,50.0,750.0,course did this,course did this,course did this,ISKUR,1.0,1.0,1021.5,Yes,51.0,,
63066043,1,63066,2010-11-25,Male,1986,No,,Yes,40.0,2600.0,1.0,20/01/2012,Yes,Yes,Yes,45.0,1000.0,course did not do this,course did this,course did not do this,ISKUR,1.0,1.0,6008.92,Yes,47.0,,
64330028,1,64330,2010-10-13,Male,1991,No,,,,,1.0,20/02/2012,No,,Yes,48.0,800.0,,,,,1.0,0.0,0.0,No,,,
65240063,1,65240,2010-10-11,Male,1984,No,,No,50.0,500.0,1.0,03/02/2012,No,,Yes,175.0,700.0,course did this,course did this,course did not do this,ISKUR,1.0,0.0,0.0,Yes,25.0,,
67843012,2,67843,2011-01-30,Male,1989,No,,No,72.0,800.0,1.0,16/02/2012,Yes,Yes,Yes,48.0,700.0,,,,,0.0,1.0,1846.02,,,,
65293013,2,65293,2010-09-28,Female,1965,No,,Yes,48.0,540.0,1.0,27/01/2012,Yes,No,No,48.0,240.0,,,,,0.0,0.0,0.0,,,,
67803050,1,67803,2010-12-14,Female,1975,No,,No,55.0,550.0,1.0,26/01/2012,Yes,No,Yes,60.0,750.0,course did this,course did this,course did this,ISKUR,1.0,0.0,0.0,Yes,88.0,,
65240079,1,65240,2010-10-11,Male,1969,No,,No,84.0,950.0,1.0,03/02/2012,Yes,Yes,No,95.0,700.0,course did this,course did this,course did not do this,ISKUR,1.0,0.0,0.0,Yes,23.0,,
67683017,2,67683,2010-12-22,Female,1986,No,,Yes,100.0,600.0,1.0,15/02/2012,Yes,Yes,Yes,50.0,1000.0,,,,,1.0,0.0,0.0,,,,
66837006,2,66837,2010-12-03,Female,1974,No,,Yes,70.0,650.0,1.0,08/02/2012,No,,Yes,36.0,500.0,,,,,0.0,0.0,0.0,,,,
63066017,2,63066,2011-01-27,Male,1982,Yes,No,Yes,84.0,900.0,1.0,26/01/2012,No,,Yes,72.0,2000.0,,,,,1.0,0.0,0.0,,,,
65987004,2,65987,2010-10-15,Female,1988,No,,,,,1.0,29/01/2012,No,,,,,course did this,course did this,course did not do this,ISKUR,1.0,0.0,0.0,,,,
64329003,2,64329,2010-09-29,male  ,1984,No,,Yes,48.0,700.0,1.0,11/02/2012,No,,Yes,48.0,950.0,,,,,1.0,1.0,1021.5,,,,
61177011,2,61177,2010-10-21,Male,1979,No,,Yes,60.0,570.0,1.0,17/01/2012,Yes,Yes,Yes,40.0,120.0,,,,,1.0,1.0,2143.19,,,,
67288017,2,67288,2010-11-12,Female,1990,No,,,,,1.0,06/02/2012,Yes,Yes,Yes,50.0,930.0,course did this,course did this,course did not do this,ISKUR,,,,,,,
65473010,2,65473,2010-10-16,Female,1990,No,,,,,1.0,10/02/2012,Yes,Yes,Yes,60.0,800.0,,,,,1.0,1.0,1440.38,,,,
65984073,1,65984,2010-10-13,Female,1982,No,,,,,1.0,13/02/2012,No,,,,,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,93.0,,
67460009,2,67460,2010-12-08,Female,1985,No,,,,,1.0,28/12/2011,No,,,,,,,,,0.0,0.0,0.0,,,,
67407050,1,67407,2010-12-14,Male,1992,No,,No,35.0,600.0,1.0,29/12/2011,No,,No,56.0,99999.0,course did this,course did not do this,course did this,ISKUR,0.0,0.0,0.0,Yes,88.0,,
63066002,2,63066,2010-10-05,Male,1984,No,,,,,1.0,03/02/2012,No,,,,,,,,,1.0,1.0,1021.5,,,,
65987002,2,65987,2010-10-15,Female,1972,No,,No,45.0,3000.0,1.0,11/02/2012,No,,No,40.0,99999.0,course did this,course did this,course did this,"Government (MoNE, Universities)",0.0,0.0,0.0,,,,
66086024,2,66086,2010-11-08,Female,1987,No,,No,42.0,300.0,1.0,07/02/2012,Yes,Yes,Yes,30.0,800.0,,,,,1.0,1.0,1341.03,,,,
67577029,1,67577,2010-11-13,Male,1983,No,,Yes,48.0,580.0,1.0,03/02/2012,Yes,Yes,Yes,40.0,700.0,course did not do this,course did not do this,course did not do this,ISKUR,1.0,0.0,0.0,Yes,79.0,,
66264027,1,66264,2010-10-21,Male,1986,No,,Yes,45.0,610.0,1.0,04/02/2012,No,,No,50.0,600.0,course did not do this,course did this,course did not do this,ISKUR,1.0,0.0,0.0,Yes,12.0,,
68232004,2,68232,2010-12-02,Female,1992,No,,Yes,70.0,599.0,1.0,21/02/2012,Yes,Yes,Yes,72.0,700.0,,,,,1.0,0.0,0.0,,,,
64373028,1,64373,2010-11-30,Male,1985,No,,No,9999.0,400.0,1.0,31/01/2012,Yes,Yes,Yes,50.0,800.0,course did not do this,course did this,course did this,ISKUR,1.0,1.0,1376.56,Yes,44.0,,
65240081,1,65240,2010-10-05,Female,1974,No,,,,,1.0,16/02/2012,No,,,,,,,,,0.0,0.0,0.0,No,,,
65043006,2,65043,2010-12-21,Female,1987,No,,Yes,30.0,600.0,1.0,24/02/2012,No,,No,42.0,575.0,,,,,0.0,0.0,0.0,,,,
64354020,2,64354,2010-09-30,Female,1991,No,,,,,1.0,19/02/2012,No,,,,,,,,,1.0,0.0,0.0,,,,
68232044,1,68232,2010-10-11,Female,1979,No,,,,,1.0,25/02/2012,Yes,Yes,Yes,999.0,550.0,,,,,1.0,0.0,0.0,Yes,72.0,,
60929027,1,60929,2010-12-29,Male,1982,No,,Yes,72.0,600.0,1.0,16/02/2012,Yes,Yes,Yes,38.0,750.0,course did not do this,course did not do this,course did not do this,ISKUR,1.0,1.0,1717.44,Yes,59.0,,
64343020,2,64343,2010-10-06,Female,1988,No,,No,80.0,400.0,1.0,29/02/2012,Yes,Yes,No,72.0,700.0,,,,,1.0,0.0,0.0,,,,
64329025,1,64329,2010-09-29,Female,1990,No,,No,72.0,320.0,1.0,27/02/2012,Yes,Yes,No,60.0,700.0,course did this,course did this,course did this,ISKUR,0.0,1.0,1021.5,Yes,29.0,,
67786041,1,67786,2010-12-14,Female,1977,No,,Yes,55.0,750.0,1.0,17/02/2012,Yes,Yes,No,50.0,800.0,course did this,course did this,course did not do this,ISKUR,1.0,1.0,1100.0,Yes,37.0,,
66922004,2,66922,2010-10-28,Male,1989,No,,,,,1.0,19/01/2012,Yes,Yes,Yes,48.0,1100.0,,,,,0.0,1.0,958.22,,,,
67799007,2,67799,2010-12-20,Male,1987,No,,Yes,45.0,650.0,1.0,14/02/2012,No,,Yes,40.0,700.0,,,,,0.0,0.0,0.0,,,,
66922035,2,66922,2010-12-25,Male,1984,Yes,Yes,No,36.0,800.0,1.0,01/03/2012,No,,,,,,,,,0.0,1.0,1021.5,,,,
67032042,1,67032,2010-11-11,Female,1977,No,,Yes,48.0,1200.0,1.0,08/02/2012,No,,No,48.0,1000.0,course did not do this,course did this,course did not do this,ISKUR,0.0,0.0,0.0,Yes,49.0,,
60983018,1,60983,2010-10-01,Male,1993,No,,No,66.0,200.0,1.0,07/01/2012,No,,99.0,60.0,680.0,,,,,0.0,0.0,0.0,Yes,58.0,,
67826042,1,67826,2011-01-04,Female,1988,No,,Yes,55.0,600.0,1.0,16/02/2012,No,,Yes,48.0,900.0,course did this,course did this,course did not do this,ISKUR,1.0,0.0,0.0,Yes,58.0,,
65481005,2,65481,2010-10-13,Male,1989,No,,No,40.0,500.0,1.0,25/01/2012,Yes,Yes,,,,,,,,1.0,0.0,0.0,,,,
67573050,1,67573,2010-12-08,Male,1981,No,,Yes,72.0,1200.0,1.0,08/02/2012,Yes,Yes,Yes,50.0,99999.0,course did this,course did this,course did this,ISKUR,1.0,0.0,0.0,Yes,80.0,,
64336037,1,64336,2010-09-30,Female,1990,No,,No,77.0,500.0,1.0,08/02/2012,Yes,Yes,Yes,66.0,700.0,course did this,course did this,course did not do this,ISKUR,1.0,1.0,1461.14,Yes,31.0,,
65987031,1,65987,2010-10-22,Female,1988,No,,,,,1.0,17/01/2012,No,,,,,course did not do this,course did not do this,course did not do this,ISKUR,1.0,1.0,6054.32,Yes,53.0,,
64281030,1,64281,2010-11-01,Female,1990,No,,No,48.0,1200.0,1.0,15/02/2012,No,,Yes,48.0,400.0,,,,,0.0,0.0,0.0,No,,,
64354019,2,64354,2010-09-29,Female,1989,No,,No,40.0,600.0,1.0,16/01/2012,No,,,,,,,,,0.0,0.0,0.0,,,,
65988037,1,65988,2010-10-20,Female,1990,No,,,,,1.0,06/02/2012,Yes,Yes,Yes,50.0,750.0,course did this,course did not do this,course did not do this,ISKUR,1.0,1.0,1086.28,Yes,53.0,,
64260026,1,64260,2010-11-10,Female,1962,No,,,,,1.0,30/01/2012,No,,,,,course did this,course did this,course did not do this,ISKUR,0.0,0.0,0.0,Yes,56.0,,
68444024,2,68444,2010-12-21,Male,1987,No,,Yes,40.0,,1.0,04/02/2012,Yes,Yes,Yes,49.0,700.0,course did this,course did not do this,course did not do this,Private training company/college,1.0,1.0,2066.29,,,,
64330011,2,64330,2010-11-21,Male,1984,No,,,,,1.0,15/02/2012,Yes,Yes,Yes,40.0,2000.0,,,,,1.0,0.0,0.0,,,,
65984023,2,65984,2010-10-12,Female,1977,No,,,,,1.0,09/02/2012,No,,No,48.0,600.0,,,,,0.0,0.0,0.0,,,,
64248032,1,64248,2010-10-27,Female,1989,No,,,,,1.0,03/02/2012,Yes,Yes,Yes,45.0,700.0,course did this,course did this,course did this,ISKUR,0.0,1.0,1226.17,Yes,32.0,,
64281030,1,64281,2010-11-01,Female,1990,No,,No,48.0,1200.0,1.0,15/02/2012,No,,Yes,48.0,400.0,,,,,0.0,0.0,0.0,No,,,
68304011,2,68304,2010-12-08,Male,1985,No,,,,,1.0,07/02/2012,No,,,,,,,,,0.0,1.0,681.0,,,,
64431003,2,64431,2010-10-14,Male,1983,No,,Yes,50.0,950.0,1.0,17/02/2012,No,,Yes,50.0,1000.0,,,,,0.0,1.0,874.55,,,,
68302066,1,68302,2010-12-29,Male,1986,Yes,No,No,24.0,400.0,1.0,13/01/2012,No,,Yes,48.0,580.0,,,,,1.0,1.0,1021.5,No,,,
65358065,2,65358,2010-09-28,Female,1973,No,,,,,1.0,23/02/2012,No,,,,,,,,,0.0,0.0,0.0,,,,
64431021,2,64431,2010-10-14,Male,1989,No,,No,40.0,450.0,1.0,20/01/2012,Yes,Yes,Yes,48.0,700.0,,,,,1.0,1.0,1328.85,,,,
67700027,1,67700,2010-12-24,Male,1991,No,,Yes,40.0,600.0,1.0,07/02/2012,No,,Yes,50.0,750.0,course did this,course did this,course did this,ISKUR,1.0,1.0,1166.87,Yes,47.0,,
64337032,1,64337,2010-09-30,Female,1951,Yes,No,,,,1.0,30/01/2012,No,,,,,,,,,1.0,0.0,0.0,No,9.0,,
65043036,1,65043,2011-01-10,Female,1976,No,,,,,1.0,23/02/2012,Yes,Yes,Yes,45.0,900.0,course did this,course did this,course did this,ISKUR,1.0,1.0,1674.97,No,,,
65358071,2,65358,2010-12-23,Female,1992,Yes,No,No,32.0,300.0,1.0,27/01/2012,No,,No,50.0,300.0,,,,,0.0,0.0,0.0,,,,
64283026,1,64283,2010-10-12,Female,1978,No,,,,,1.0,28/01/2012,No,,Yes,72.0,99999.0,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,35.0,,
61177014,2,61177,2010-10-21,Male,1978,Yes,No,No,60.0,680.0,1.0,18/01/2012,Yes,Yes,,,,,,,,0.0,0.0,0.0,,,,
65434004,2,65434,2011-01-10,Male,1990,Yes,Yes,No,55.0,9999.0,1.0,31/01/2012,No,,No,55.0,300.0,course did this,course did this,course did this,Private training company/college,0.0,1.0,340.5,,,,
68402033,1,68402,2011-01-10,Female,1965,No,,Yes,40.0,300.0,1.0,11/02/2012,No,,Yes,45.0,15.0,,,,,0.0,0.0,0.0,No,,,
64263017,2,64263,2010-11-09,Female,1990,No,,,,,1.0,13/02/2012,No,,,,,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,,,,
64372010,2,64372,2010-11-10,Male,1992,No,,No,12.0,600.0,1.0,31/01/2012,Yes,Yes,Yes,50.0,700.0,,,,,1.0,0.0,0.0,,,,
67805015,1,67805,2010-12-27,Female,1973,No,,Yes,72.0,700.0,1.0,17/02/2012,No,,No,60.0,700.0,course did this,course did this,course did not do this,99.0,0.0,0.0,0.0,Yes,23.0,,
68232043,1,68232,2010-12-03,Female,1979,No,,,,,1.0,21/02/2012,Yes,No,Yes,44.0,703.0,,,,,1.0,0.0,0.0,Yes,64.0,,
64346006,2,64346,2010-10-11,Female,1990,No,,,,,1.0,20/02/2012,Yes,Yes,Yes,48.0,800.0,,,,,1.0,1.0,885.3,,,,
64431056,1,64431,2010-10-14,Female,1977,No,,Yes,60.0,550.0,1.0,11/02/2012,No,,Yes,60.0,99999.0,course did not do this,course did not do this,course did not do this,ISKUR,0.0,0.0,0.0,Yes,27.0,,
68097059,1,68097,2010-12-02,Male,1982,No,,No,80.0,1000.0,1.0,27/02/2012,No,,Yes,70.0,650.0,course did this,course did this,course did this,ISKUR,1.0,1.0,1376.75,Yes,60.0,,
67700001,2,67700,2011-01-28,Male,1987,No,,,,,1.0,07/01/2012,No,,No,40.0,150.0,,,,,0.0,1.0,1354.01,,,,
66837006,2,66837,2010-12-03,Female,1974,No,,Yes,70.0,650.0,1.0,08/02/2012,No,,Yes,36.0,500.0,,,,,0.0,0.0,0.0,,,,
68119035,1,68119,2010-12-10,Male,1973,No,,Yes,20.0,650.0,1.0,23/01/2012,Yes,No,Yes,60.0,800.0,course did this,course did this,course did this,ISKUR,1.0,1.0,1021.5,Yes,27.0,,
65988010,2,65988,2010-10-22,Female,1979,No,,,,,1.0,07/02/2012,No,,Yes,70.0,650.0,course did this,course did this,course did this,ISKUR,1.0,0.0,0.0,,,,
68301029,1,68301,2010-12-08,Female,1967,No,,,,,1.0,17/01/2012,No,,No,45.0,350.0,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,53.0,,
64344004,2,64344,2010-09-29,Male,1990,Yes,Yes,Yes,65.0,800.0,1.0,01/02/2012,No,,Yes,55.0,1000.0,course did this,course did this,course did not do this,"Government (MoNE, Universities)",0.0,1.0,1050.0,,,,
68232047,1,68232,2010-12-03,Female,1983,No,,Yes,60.0,520.0,1.0,21/02/2012,Yes,Yes,No,40.0,700.0,course did this,course did this,course did not do this,ISKUR,1.0,1.0,3191.52,Yes,71.0,,
66837028,1,66837,2010-12-01,Female,1984,No,,Yes,44.0,1000.0,1.0,19/01/2012,No,,,,,course did not do this,course did not do this,course did not do this,ISKUR,0.0,0.0,0.0,Yes,80.0,,
67799018,2,67799,2010-12-21,Female,1984,No,,Yes,50.0,1350.0,1.0,16/02/2012,No,,Yes,54.0,1400.0,,,,,1.0,1.0,2098.16,,,,
68301035,1,68301,2010-12-09,Female,1982,No,,,,,1.0,11/01/2012,No,,No,66.0,300.0,,,,,0.0,0.0,0.0,No,44.0,,
65988028,1,65988,2010-10-20,Female,1986,No,,,,,1.0,16/02/2012,No,,,,,course did this,course did this,course did not do this,ISKUR,0.0,0.0,0.0,Yes,53.0,,
60983011,2,60983,2010-10-01,Male,1995,Yes,No,No,70.0,600.0,1.0,09/01/2012,No,,Yes,60.0,650.0,course did this,course did this,course did this,ISKUR,1.0,0.0,0.0,,,,
65883037,1,65883,2010-10-22,Female,1991,No,,,,,1.0,23/01/2012,Yes,Yes,Yes,24.0,700.0,course did not do this,course did this,course did this,ISKUR,1.0,1.0,932.17,Yes,30.0,,
66382036,1,66382,2010-10-18,Male,1988,Yes,No,No,56.0,1000.0,1.0,14/01/2012,No,,,,,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,89.0,,
64357073,1,64357,2010-12-06,Male,1981,No,,,,,1.0,15/02/2012,No,,Yes,48.0,670.0,,,,,1.0,1.0,2611.92,No,24.0,,
66264029,1,66264,2010-10-21,Male,1970,No,,Yes,50.0,550.0,1.0,17/02/2012,Yes,Yes,Yes,45.0,700.0,course did this,course did this,course did this,ISKUR,1.0,1.0,1022.0,Yes,12.0,,
64264023,1,64264,2010-10-15,Male,1972,Yes,No,,,,1.0,26/01/2012,No,,,,,course did not do this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,72.0,,
64247012,2,64247,2010-11-01,Female,1986,No,,Yes,48.0,1100.0,1.0,20/01/2012,No,,Yes,10.0,1100.0,,,,,0.0,1.0,1021.5,,,,
64262017,2,64262,2010-12-03,Female,1966,No,,,,,1.0,23/02/2012,No,,,,,,,,,0.0,0.0,0.0,,,,
64358012,2,64358,2010-10-26,Male,1989,Yes,No,No,72.0,800.0,1.0,27/01/2012,Yes,No,Yes,60.0,660.0,,,,,0.0,0.0,0.0,,,,
68158056,1,68158,2010-12-10,Male,1978,No,,Yes,40.0,1000.0,1.0,14/02/2012,Yes,Yes,Yes,56.0,1000.0,,,,,1.0,1.0,2343.72,Yes,50.0,,
66837006,2,66837,2010-12-03,Female,1974,No,,Yes,70.0,650.0,1.0,08/02/2012,No,,Yes,36.0,500.0,,,,,0.0,0.0,0.0,,,,
68304086,1,68304,2010-12-17,Male,1989,No,,Yes,72.0,600.0,1.0,19/01/2012,No,,,,,course did this,course did this,course did this,ISKUR,0.0,1.0,2160.21,Yes,53.0,,
68444030,1,68444,2011-01-04,Female,1993,No,,,,,1.0,12/01/2012,No,,No,60.0,600.0,,,,,0.0,1.0,1028.09,No,3.0,,
68405046,1,68405,2010-12-16,Female,1989,No,,Yes,48.0,495.0,1.0,17/01/2012,Yes,Yes,No,70.0,600.0,,,,,1.0,0.0,0.0,No,6.0,,
67843036,1,67843,2010-12-27,Female,1990,No,,No,45.0,750.0,1.0,20/01/2012,Yes,Yes,Yes,40.0,950.0,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,,,
68441010,2,68441,2010-12-04,Female,1974,No,,No,70.0,600.0,1.0,20/01/2012,Yes,No,No,72.0,650.0,course did this,course did this,course did this,Private training company/college,0.0,0.0,0.0,,,,
64068037,1,64068,2010-10-20,Male,1983,No,,Yes,45.0,400.0,1.0,26/01/2012,No,,,,,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,32.0,,
67032001,2,67032,2010-11-05,Male,1986,No,,Yes,45.0,1000.0,1.0,01/03/2012,No,,Yes,40.0,900.0,,,,,0.0,1.0,1300.0,,,,
67032059,1,67032,2010-11-11,Female,1992,No,,,,,1.0,01/03/2012,No,,,,,,,,,0.0,0.0,0.0,No,,,
61177015,2,61177,2010-10-21,Male,1990,No,,Yes,55.0,635.0,1.0,07/02/2012,No,,Yes,60.0,700.0,,,,,0.0,1.0,1678.54,,,,
64392016,1,64392,2010-10-12,Male,1989,No,,,,,1.0,31/01/2012,Yes,No,Yes,45.0,600.0,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,68.0,,
68097062,1,68097,2010-12-10,Female,1981,No,,No,60.0,600.0,1.0,07/02/2012,No,,,,,course did this,course did this,course did not do this,ISKUR,0.0,0.0,0.0,Yes,60.0,,
66891048,1,66891,2010-11-03,Female,1956,No,,,,,1.0,20/02/2012,No,,,,,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,93.0,,
67845015,2,67845,2011-01-29,Male,1989,No,,Yes,48.0,1200.0,1.0,07/01/2012,No,,,,,course did not do this,course did not do this,course did not do this,ISKUR,1.0,1.0,1263.26,,,,
68158051,1,68158,2010-12-23,Female,1983,No,,,,,1.0,26/01/2012,No,,,,,course did not do this,course did this,course did not do this,ISKUR,0.0,0.0,0.0,Yes,50.0,,
