id,grup,sehir,cinsiyet,dogum_yili,egitim_seviye,baseline_son_4_hafta_gelir,baseline_hafta_20+_calisma,baseline_sgk_kaydi,baseline_haftalik_calisma_saat_ort,baseline_aylik_gelir_ort
64336032,Deney,Kocaeli,Kadin,1983.0,Ortaokul/ Ortaokul (8 Yil),0.0,,0.0,98.0,300.0
59026003,Kontrol,Isparta,Erkek,1971.0,Ilkokul (5 Yil),0.0,,1.0,56.0,580.0
65042008,Kontrol,Erzurum,Erkek,1986.0,Universite - Lisans Derecesi,0.0,,,,
64186009,Kontrol,Istanbul,Kadin,1976.0,Universite - Lisans Derecesi,0.0,,1.0,60.0,1250.0
64361020,Deney,Trabzon,Kadin,1984.0,Ilkokul (5 Yil),0.0,,,,
67803046,Deney,Istanbul,Kadin,1989.0,Lise (Lise),1.0,0.0,0.0,54.0,600.0
64352007,Kontrol,Kocaeli,Kadin,1984.0,Meslek Yuksekokulu,1.0,0.0,0.0,56.0,450.0
63066045,Deney,Istanbul,Erkek,1978.0,Meslek Yuksekokulu,1.0,0.0,0.0,98.0,1500.0
68304041,Kontrol,Hatay,Kadin,1974.0,Meslek Yuksekokulu,0.0,,,,
65476049,Deney,Eskisehir,Erkek,1985.0,Lise (Lise),1.0,0.0,1.0,20.0,275.0
65358019,Kontrol,Mus,Kadin,1992.0,Meslek Yuksekokulu,0.0,,,,
68096027,Deney,Ankara,Kadin,1986.0,Universite - Lisans Derecesi,0.0,,,,
65883024,Deney,Usak,Kadin,1974.0,Lise (Lise),0.0,,,,
64297029,Deney,Manisa,Kadin,1991.0,Meslek Yuksekokulu,0.0,,0.0,60.0,300.0
64067043,Deney,Elazig,Erkek,1981.0,Lise (Lise),1.0,1.0,0.0,30.0,280.0
65480005,Kontrol,Kirikkale,Erkek,1978.0,Meslek Yuksekokulu,1.0,0.0,0.0,60.0,2250.0
67786041,Deney,Istanbul,Kadin,1977.0,2 Yillik Yuksek Ogrenim,0.0,,1.0,55.0,750.0
67799012,Kontrol,Istanbul,,,,,,,,
68449034,Deney,Istanbul,Kadin,1978.0,Meslek Yuksekokulu,0.0,,0.0,8.0,600.0
65687038,Deney,Gaziantep,Erkek,1985.0,Universite - Lisans Derecesi,0.0,,0.0,70.0,1100.0
65480025,Deney,Kirikkale,Erkek,1991.0,Lise (Lise),0.0,,,,
65459013,Kontrol,Tekirdag,Kadin,1984.0,Meslek Yuksekokulu,0.0,,1.0,70.0,600.0
65436007,Kontrol,Tekirdag,Kadin,1972.0,Ilkokul (5 Yil),0.0,,99.0,48.0,503.0
64262006,Kontrol,Bayburt,Kadin,1958.0,Ilkokul (5 Yil),0.0,,,,
64236011,Deney,Istanbul,Kadin,1990.0,Universite - Lisans Derecesi,0.0,,,,
64364001,Kontrol,Sakarya,Erkek,1976.0,Ilkokul (5 Yil),1.0,1.0,0.0,64.0,330.0
64209024,Kontrol,Manisa,Erkek,1992.0,Lise (Lise),0.0,,0.0,40.0,400.0
68097048,Deney,Ankara,Kadin,1972.0,Universite - Lisans Derecesi,0.0,,1.0,50.0,80.0
65882020,Kontrol,Usak,,,,,,,,
66382018,Kontrol,Diyarbakir,Erkek,1988.0,2 Yillik Yuksek Ogrenim,0.0,,1.0,50.0,400.0
68449014,Kontrol,Istanbul,Kadin,1991.0,Lise (Lise),0.0,,,,
64343037,Deney,Kocaeli,,,,,,,,
65687034,Deney,Gaziantep,,,,,,,,
67579023,Kontrol,Istanbul,Erkek,1988.0,2 Yillik Yuksek Ogrenim,0.0,,0.0,45.0,500.0
68449015,Kontrol,Istanbul,Kadin,1984.0,Lise (Lise),0.0,,0.0,78.0,600.0
65988014,Kontrol,Hatay,,,,,,,,
65434022,Deney,Gaziantep,Erkek,1989.0,Ortaokul/ Ortaokul (8 Yil),0.0,,,,
64373030,Deney,Sakarya,Erkek,1991.0,2 Yillik Yuksek Ogrenim,0.0,,,,
68096003,Kontrol,Ankara,Kadin,1989.0,Lise (Lise),0.0,,1.0,60.0,750.0
64338035,Deney,Kocaeli,Erkek,1976.0,Meslek Yuksekokulu,1.0,0.0,0.0,70.0,1000.0
65986026,Deney,Hatay,Kadin,1984.0,Ilkokul (5 Yil),0.0,,0.0,56.0,400.0
65358127,Deney,Mus,Kadin,1980.0,Lise (Lise),0.0,,,,
65883033,Deney,Usak,Kadin,1987.0,2 Yillik Yuksek Ogrenim,0.0,,1.0,80.0,200.0
68405044,Deney,Istanbul,Kadin,1980.0,Ilkokul (5 Yil),0.0,,1.0,40.0,
64357075,Deney,Trabzon,Erkek,1992.0,Ortaokul/ Ortaokul (8 Yil),0.0,,0.0,60.0,500.0
64364008,Kontrol,Sakarya,,,,,,,,
64282040,Deney,Kocaeli,Kadin,1978.0,Meslek Yuksekokulu,0.0,,1.0,72.0,600.0
64347004,Kontrol,Trabzon,Erkek,1992.0,Meslek Yuksekokulu,0.0,,0.0,84.0,750.0
66451033,Deney,Diyarbakir,Kadin,1981.0,Ortaokul/ Ortaokul (8 Yil),0.0,,,,
64347014,Deney,Trabzon,Erkek,1989.0,Lise (Lise),0.0,,0.0,78.0,625.0
65232021,Deney,Duzce,,,,,,,,
66451014,Kontrol,Diyarbakir,Kadin,1977.0,Ortaokul/ Ortaokul (8 Yil),0.0,,,,
64297021,Kontrol,Manisa,Kadin,1990.0,2 Yillik Yuksek Ogrenim,0.0,,,,
65240036,Kontrol,Kayseri,Kadin,1973.0,Ilkokul (5 Yil),0.0,,,,
65358078,Kontrol,Mus,Kadin,1980.0,Meslek Yuksekokulu,0.0,,1.0,30.0,600.0
64281018,Kontrol,Izmir,Kadin,1981.0,Lise (Lise),0.0,,0.0,8.0,500.0
68097031,Kontrol,Ankara,Kadin,1987.0,Universite - Lisans Derecesi,0.0,,0.0,60.0,400.0
65476043,Deney,Eskisehir,Erkek,1980.0,Meslek Yuksekokulu,0.0,,,,
68405033,Deney,Istanbul,Kadin,1973.0,Lise (Lise),0.0,,1.0,45.0,500.0
65043032,Deney,Erzurum,Kadin,1985.0,Lise (Lise),0.0,,,,
64344030,Deney,Kocaeli,Erkek,1990.0,Lise (Lise),1.0,1.0,0.0,70.0,750.0
64344012,Kontrol,Kocaeli,Kadin,1978.0,Lise (Lise),0.0,,1.0,60.0,800.0
64357038,Kontrol,Trabzon,Kadin,1991.0,Lise (Lise),0.0,,,,
65988023,Deney,Hatay,Erkek,1991.0,Lise (Lise),0.0,,,,
68302004,Kontrol,Hatay,Kadin,1982.0,2 Yillik Yuksek Ogrenim,0.0,,,,
65984093,Deney,Hatay,,,,,,,,
65988026,Deney,Hatay,Erkek,1989.0,2 Yillik Yuksek Ogrenim,0.0,,,,
68357022,Kontrol,Hatay,Kadin,1988.0,2 Yillik Yuksek Ogrenim,1.0,1.0,0.0,72.0,300.0
68405012,Kontrol,Istanbul,Kadin,1989.0,Ortaokul/ Ortaokul (8 Yil),0.0,,1.0,48.0,560.0
65476004,Kontrol,Eskisehir,Erkek,1978.0,Lise (Lise),0.0,,1.0,48.0,1100.0
65984083,Deney,Hatay,Kadin,1968.0,Ilkokul (5 Yil),0.0,,,,
68386023,Kontrol,Istanbul,Erkek,1987.0,Lise (Lise),1.0,1.0,1.0,72.0,900.0
64209003,Kontrol,Manisa,Kadin,1991.0,Lise (Lise),0.0,,1.0,48.0,650.0
65493032,Deney,Eskisehir,Erkek,1990.0,Lise (Lise),0.0,,,,
66086050,Deney,Eskisehir,Kadin,1985.0,2 Yillik Yuksek Ogrenim,0.0,,0.0,21.0,250.0
68158055,Deney,Ankara,Erkek,1989.0,Meslek Yuksekokulu,0.0,,,,
67034054,Deney,Ankara,Kadin,1990.0,2 Yillik Yuksek Ogrenim,0.0,,,,
64356032,Deney,Kocaeli,Erkek,1988.0,Meslek Yuksekokulu,0.0,,0.0,60.0,850.0
64431019,Kontrol,Kayseri,Erkek,1987.0,Universite - Lisans Derecesi,0.0,,,,
64264032,Deney,Isparta,Erkek,1992.0,Ortaokul/ Ortaokul (8 Yil),1.0,0.0,0.0,70.0,700.0
67032043,Deney,Ankara,Kadin,1976.0,Lise (Lise),0.0,,,,
68233048,Deney,Eskisehir,,,,,,,,
64431007,Kontrol,Kayseri,Kadin,1978.0,Universite - Lisans Derecesi,0.0,,,,
66303006,Kontrol,Usak,Kadin,1992.0,Meslek Yuksekokulu,0.0,,,,
60409048,Deney,Istanbul,Kadin,1985.0,Universite - Lisans Derecesi,0.0,,1.0,45.0,500.0
67799032,Deney,Istanbul,Kadin,1979.0,Universite - Lisans Derecesi,0.0,,1.0,61.0,850.0
65240110,Deney,Kayseri,Kadin,1983.0,Meslek Yuksekokulu,0.0,,1.0,48.0,520.0
68402031,Deney,Istanbul,,,,,,,,
68232014,Kontrol,Eskisehir,Kadin,1977.0,Lise (Lise),0.0,,1.0,78.0,120.0
68304044,Kontrol,Hatay,Kadin,1985.0,Lise (Lise),0.0,,0.0,41.0,300.0
65493029,Deney,Eskisehir,Erkek,1978.0,Lise (Lise),1.0,0.0,1.0,48.0,540.0
67786042,Deney,Istanbul,Erkek,1982.0,Lise (Lise),0.0,,1.0,84.0,450.0
65753028,Deney,Eskisehir,Kadin,1984.0,2 Yillik Yuksek Ogrenim,0.0,,0.0,77.0,600.0
65883026,Deney,Usak,Kadin,1982.0,2 Yillik Yuksek Ogrenim,0.0,,1.0,54.0,570.0
67577041,Deney,Istanbul,Kadin,1981.0,2 Yillik Yuksek Ogrenim,0.0,,1.0,76.0,900.0
59026038,Deney,Isparta,,,,,,,,
65436030,Deney,Tekirdag,Kadin,1976.0,,0.0,,0.0,54.0,260.0
59026016,Kontrol,Isparta,Erkek,1986.0,Lise (Lise),0.0,,0.0,40.0,250.0
65986006,Kontrol,Hatay,Kadin,1988.0,Lise (Lise),0.0,,,,
64354011,Kontrol,Kocaeli,Kadin,1981.0,Lise (Lise),0.0,,,,
64282026,Deney,Kocaeli,Kadin,1983.0,Lise (Lise),0.0,,1.0,60.0,600.0
68444006,Kontrol,Istanbul,,,,,,,,
66086033,Deney,Eskisehir,Kadin,1992.0,Meslek Yuksekokulu,0.0,,1.0,32.0,450.0
65984109,Deney,Hatay,Kadin,1968.0,Ortaokul/ Ortaokul (8 Yil),0.0,,,,
67845009,Kontrol,Istanbul,Erkek,1992.0,Meslek Yuksekokulu,1.0,0.0,0.0,98.0,1000.0
67288033,Deney,Ankara,Kadin,1976.0,Lise (Lise),0.0,,1.0,60.0,357.0
68357042,Deney,Hatay,Erkek,1983.0,Lise (Lise),0.0,,1.0,48.0,600.0
64264039,Deney,Isparta,Kadin,1991.0,Ortaokul/ Ortaokul (8 Yil),0.0,,,,
67460043,Deney,Istanbul,Kadin,1970.0,Lise (Lise),0.0,,1.0,40.0,600.0
67460034,Deney,Istanbul,Kadin,1968.0,Ilkokul (5 Yil),0.0,,0.0,40.0,500.0
65986027,Deney,Hatay,Erkek,1984.0,Lise (Lise),1.0,1.0,0.0,60.0,400.0
67799044,Deney,Istanbul,Kadin,1982.0,2 Yillik Yuksek Ogrenim,0.0,,1.0,42.0,700.0
65240091,Deney,Kayseri,Kadin,1986.0,Lise (Lise),0.0,,0.0,70.0,1500.0
63066006,Kontrol,Istanbul,Kadin,1991.0,Meslek Yuksekokulu,0.0,,,,
64296016,Kontrol,Manisa,Kadin,1984.0,2 Yillik Yuksek Ogrenim,0.0,,0.0,72.0,400.0
68304090,Deney,Hatay,Erkek,1985.0,Lise (Lise),1.0,0.0,0.0,72.0,500.0
66542034,Deney,Usak,Kadin,1984.0,Meslek Yuksekokulu,0.0,,1.0,54.0,1300.0
65240075,Deney,Kayseri,Kadin,1988.0,Ortaokul/ Ortaokul (8 Yil),0.0,,1.0,100.0,650.0
64352026,Deney,Kocaeli,Kadin,1984.0,Ortaokul/ Ortaokul (8 Yil),0.0,,1.0,66.0,600.0
68302001,Kontrol,Hatay,,,,,,,,
66542016,Kontrol,Usak,Erkek,1981.0,Meslek Yuksekokulu,0.0,,1.0,90.0,1400.0
60409008,Kontrol,Istanbul,,,,,,,,
64298015,Kontrol,Manisa,,,,,,,,
68119001,Kontrol,Denizli,Erkek,1987.0,Lise (Lise),0.0,,,,
64336042,Deney,Kocaeli,Kadin,1972.0,Meslek Yuksekokulu,0.0,,0.0,48.0,600.0
67034011,Kontrol,Ankara,Kadin,1977.0,Meslek Yuksekokulu,0.0,,1.0,70.0,480.0
64298038,Deney,Manisa,,,,,,,,
64353013,Kontrol,Kocaeli,Erkek,1987.0,Ortaokul/ Ortaokul (8 Yil),0.0,,0.0,70.0,375.0
66837007,Kontrol,Antalya,Kadin,1975.0,Meslek Yuksekokulu,0.0,,1.0,72.0,695.0
65240001,Kontrol,Kayseri,Erkek,1985.0,Lise (Lise),0.0,,1.0,48.0,562.0
65988008,Kontrol,Hatay,,,,,,,,
65986031,Deney,Hatay,Kadin,1989.0,2 Yillik Yuksek Ogrenim,0.0,,,,
64283034,Deney,Kocaeli,Kadin,1989.0,Lise (Lise),0.0,,,,
66382050,Deney,Diyarbakir,,,,,,,,
64264020,Kontrol,Isparta,Kadin,1987.0,Universite - Lisans Derecesi,0.0,,,,
65497030,Deney,Kirikkale,Erkek,1992.0,Ortaokul/ Ortaokul (8 Yil),0.0,,0.0,84.0,600.0
64431053,Deney,Kayseri,Kadin,1985.0,Universite - Lisans Derecesi,0.0,,,,
64330004,Kontrol,Kocaeli,,,,,,,,
68096040,Deney,Ankara,Kadin,1987.0,Lise (Lise),0.0,,1.0,72.0,650.0
65358009,Kontrol,Mus,Kadin,1985.0,Ortaokul/ Ortaokul (8 Yil),0.0,,,,
67407013,Kontrol,Istanbul,Kadin,1968.0,Lise (Lise),0.0,,0.0,40.0,
67577021,Kontrol,Istanbul,Kadin,1986.0,2 Yillik Yuksek Ogrenim,0.0,,1.0,48.0,600.0
64344028,Deney,Kocaeli,Erkek,1987.0,Universite - Lisans Derecesi,0.0,,0.0,8.0,220.0
65497013,Kontrol,Kirikkale,,,,,,,,
68232044,Deney,Eskisehir,Kadin,1979.0,2 Yillik Yuksek Ogrenim,0.0,,,,
64186032,Deney,Istanbul,Erkek,1977.0,Universite - Yuksek Lisans Derecesi Veya Daha Fazlasi,0.0,,0.0,40.0,400.0
65749039,Deney,Eskisehir,Kadin,1991.0,Lise (Lise),0.0,,,,
66264026,Deney,Kayseri,Erkek,1975.0,Lise (Lise),0.0,,,,
64236001,Kontrol,Istanbul,Erkek,1988.0,Lise (Lise),1.0,0.0,1.0,48.0,580.0
67805002,Kontrol,Istanbul,Kadin,1980.0,Ortaokul/ Ortaokul (8 Yil),0.0,,1.0,45.0,
60929023,Deney,Istanbul,Erkek,1985.0,Universite - Lisans Derecesi,0.0,,,,
67799028,Deney,Istanbul,Kadin,1978.0,2 Yillik Yuksek Ogrenim,0.0,,1.0,45.0,1150.0
64247026,Deney,Izmir,Kadin,1984.0,Universite - Lisans Derecesi,0.0,,,,
59026024,Deney,Isparta,Kadin,1977.0,Lise (Lise),0.0,,,,
67407020,Kontrol,Istanbul,Kadin,1977.0,Universite - Lisans Derecesi,0.0,,1.0,45.0,2000.0
65883019,Kontrol,Usak,Kadin,1986.0,Universite - Lisans Derecesi,0.0,,1.0,56.0,600.0
65043011,Kontrol,Erzurum,Erkek,1983.0,Ortaokul/ Ortaokul (8 Yil),1.0,1.0,1.0,40.0,600.0
64336005,Kontrol,Kocaeli,Kadin,1977.0,Lise (Lise),0.0,,1.0,50.0,
68302067,Deney,Hatay,Erkek,1988.0,Universite - Lisans Derecesi,0.0,,,,
61177036,Deney,Kayseri,Erkek,1988.0,2 Yillik Yuksek Ogrenim,1.0,1.0,0.0,70.0,500.0
67703023,Deney,Ankara,Kadin,1975.0,Lise (Lise),0.0,,,,
65434023,Deney,Gaziantep,Erkek,1982.0,Lise (Lise),1.0,0.0,1.0,55.0,720.0
67034005,Kontrol,Ankara,Kadin,1981.0,Meslek Yuksekokulu,0.0,,1.0,84.0,570.0
68158061,Deney,Ankara,Kadin,1976.0,Meslek Yuksekokulu,0.0,,1.0,48.0,20.0
65984016,Kontrol,Hatay,Kadin,1981.0,Ilkokul (5 Yil),0.0,,,,
65358187,Deney,Mus,Kadin,1987.0,Lise (Lise),0.0,,,,
65686033,Deney,Gaziantep,Kadin,1986.0,Universite - Lisans Derecesi,0.0,,1.0,85.0,600.0
67683028,Deney,Istanbul,Kadin,1969.0,Ilkokul (5 Yil),0.0,,,,
67460005,Kontrol,Istanbul,Kadin,1989.0,Meslek Yuksekokulu,0.0,,1.0,66.0,600.0
64352006,Kontrol,Kocaeli,Kadin,1990.0,2 Yillik Yuksek Ogrenim,0.0,,,,
68233035,Deney,Eskisehir,Kadin,1978.0,2 Yillik Yuksek Ogrenim,0.0,,,,
64174026,Deney,Istanbul,Kadin,1989.0,2 Yillik Yuksek Ogrenim,0.0,,0.0,50.0,700.0
68304046,Kontrol,Hatay,Erkek,1987.0,2 Yillik Yuksek Ogrenim,0.0,,0.0,60.0,600.0
64209002,Kontrol,Manisa,Erkek,1990.0,Meslek Yuksekokulu,0.0,,1.0,48.0,600.0
64344018,Kontrol,Kocaeli,Kadin,1988.0,2 Yillik Yuksek Ogrenim,0.0,,1.0,48.0,600.0
67573002,Kontrol,Istanbul,Erkek,1977.0,Lise (Lise),0.0,,0.0,60.0,750.0
68357011,Kontrol,Hatay,Erkek,1967.0,Lise (Lise),0.0,,1.0,48.0,650.0
67805020,Deney,Istanbul,Kadin,1960.0,Ilkokul (5 Yil),0.0,,1.0,40.0,550.0
68441023,Kontrol,Istanbul,Kadin,1988.0,Universite - Lisans Derecesi,0.0,,1.0,60.0,840.0
64068035,Deney,Elazig,Kadin,1987.0,Ortaokul/ Ortaokul (8 Yil),0.0,,,,
66451006,Kontrol,Diyarbakir,Kadin,1980.0,Universite - Lisans Derecesi,0.0,,1.0,18.0,
65211024,Deney,Denizli,Kadin,1978.0,2 Yillik Yuksek Ogrenim,0.0,,1.0,45.0,600.0
64260041,Deney,Bayburt,,,,,,,,
65179002,Kontrol,Duzce,Erkek,1971.0,Lise (Lise),0.0,,1.0,90.0,550.0
67034031,Kontrol,Ankara,Kadin,1981.0,Universite - Lisans Derecesi,0.0,,1.0,60.0,1070.0
65493049,Deney,Eskisehir,Erkek,1990.0,Lise (Lise),0.0,,,,
64357019,Kontrol,Trabzon,Erkek,1983.0,Universite - Lisans Derecesi,0.0,,0.0,90.0,800.0
65493025,Kontrol,Eskisehir,Erkek,1990.0,Meslek Yuksekokulu,0.0,,1.0,48.0,600.0
64361013,Deney,Trabzon,Kadin,1990.0,Lise (Lise),0.0,,,,
67826019,Kontrol,Istanbul,,,,,,,,
67032079,Deney,Ankara,Kadin,1982.0,Lise (Lise),1.0,1.0,0.0,45.0,600.0
67032036,Kontrol,Ankara,Erkek,1982.0,Lise (Lise),0.0,,1.0,60.0,600.0
66303020,Deney,Usak,Erkek,1986.0,Universite - Lisans Derecesi,0.0,,0.0,48.0,90.0
64273019,Deney,Isparta,Erkek,1984.0,Lise (Lise),1.0,1.0,0.0,48.0,500.0
65882007,Kontrol,Usak,Kadin,1970.0,Ilkokul (5 Yil),0.0,,,,
65480001,Kontrol,Kirikkale,Erkek,1991.0,Meslek Yuksekokulu,0.0,,,,
65042040,Deney,Erzurum,Kadin,1987.0,Lise (Lise),0.0,,,,
65984104,Deney,Hatay,Kadin,1974.0,Ilkokul (5 Yil),0.0,,,,
65436025,Deney,Tekirdag,,,,,,,,
59026023,Deney,Isparta,Erkek,1994.0,Ortaokul/ Ortaokul (8 Yil),0.0,,,,
64336050,Deney,Kocaeli,Kadin,1988.0,Lise (Lise),1.0,0.0,,,
64329039,Deney,Kocaeli,Kadin,1972.0,2 Yillik Yuksek Ogrenim,0.0,,1.0,29.0,120.0
66922064,Deney,Ankara,Erkek,1987.0,Universite - Lisans Derecesi,0.0,,1.0,60.0,600.0
64236018,Deney,Istanbul,Kadin,1974.0,Meslek Yuksekokulu,0.0,,,,
65986002,Kontrol,Hatay,Kadin,1987.0,2 Yillik Yuksek Ogrenim,0.0,,,,
64281024,Deney,Izmir,Kadin,1992.0,Lise (Lise),0.0,,,,
64067013,Kontrol,Elazig,Kadin,1988.0,Lise (Lise),0.0,,,,
64263031,Deney,Bayburt,Kadin,1992.0,Ortaokul/ Ortaokul (8 Yil),0.0,,,,
68302013,Kontrol,Hatay,Erkek,1993.0,Meslek Yuksekokulu,1.0,0.0,0.0,42.0,210.0
64284010,Kontrol,Izmir,Kadin,1970.0,Ilkokul (5 Yil),0.0,,1.0,48.0,700.0
68444013,Kontrol,Istanbul,Erkek,1994.0,Ilkokul (5 Yil),0.0,,0.0,48.0,450.0
68097044,Deney,Ankara,Erkek,1980.0,Universite - Lisans Derecesi,0.0,,1.0,70.0,850.0
65481004,Kontrol,Kirikkale,Erkek,1990.0,Lise (Lise),0.0,,0.0,60.0,1500.0
64296038,Deney,Manisa,Kadin,1990.0,Meslek Yuksekokulu,0.0,,,,
64209039,Deney,Manisa,Erkek,1990.0,Meslek Yuksekokulu,1.0,0.0,0.0,54.0,720.0
64392026,Deney,Sakarya,Erkek,1973.0,Ilkokul (5 Yil),1.0,0.0,1.0,72.0,130.0
66922074,Deney,Ankara,Erkek,1980.0,Universite - Lisans Derecesi,0.0,,1.0,60.0,1000.0
68097060,Deney,Ankara,Kadin,1984.0,Lise (Lise),0.0,,1.0,48.0,950.0
66922054,Deney,Ankara,Erkek,1989.0,2 Yillik Yuksek Ogrenim,1.0,0.0,0.0,60.0,500.0
64357025,Kontrol,Trabzon,,,,,,,,
64337041,Deney,Kocaeli,Kadin,1968.0,Ilkokul (5 Yil),1.0,0.0,0.0,12.0,200.0
66303004,Kontrol,Usak,Erkek,1990.0,Lise (Lise),0.0,,0.0,56.0,750.0
67032078,Deney,Ankara,Kadin,1990.0,Lise (Lise),0.0,,0.0,14.0,580.0
64174041,Deney,Istanbul,Kadin,1981.0,Universite - Lisans Derecesi,0.0,,1.0,42.0,650.0
64067001,Kontrol,Elazig,Kadin,1986.0,Lise (Lise),0.0,,1.0,60.0,400.0
65988033,Deney,Hatay,Kadin,1992.0,Lise (Lise),0.0,,,,
64343036,Deney,Kocaeli,Kadin,1969.0,Lise (Lise),1.0,0.0,,,
64347015,Deney,Trabzon,,,,,,,,
66542025,Deney,Usak,Erkek,1985.0,Lise (Lise),0.0,,1.0,45.0,650.0
65240017,Kontrol,Kayseri,Kadin,1986.0,2 Yillik Yuksek Ogrenim,0.0,,1.0,70.0,550.0
64298044,Deney,Manisa,Erkek,1988.0,Ortaokul/ Ortaokul (8 Yil),1.0,1.0,0.0,56.0,600.0
60984007,Kontrol,Istanbul,Erkek,1993.0,Ortaokul/ Ortaokul (8 Yil),1.0,0.0,0.0,72.0,240.0
65240064,Deney,Kayseri,Kadin,1985.0,Lise (Lise),0.0,,,,
64264034,Deney,Isparta,Kadin,1990.0,Ortaokul/ Ortaokul (8 Yil),0.0,,,,
65211028,Deney,Denizli,Kadin,1986.0,2 Yillik Yuksek Ogrenim,0.0,,1.0,45.0,500.0
64431026,Kontrol,Kayseri,Kadin,1987.0,Universite - Lisans Derecesi,0.0,,1.0,84.0,700.0
64068017,Kontrol,Elazig,Kadin,1977.0,Ilkokul (5 Yil),0.0,,0.0,70.0,500.0
67826005,Kontrol,Istanbul,Kadin,1984.0,Universite - Lisans Derecesi,0.0,,1.0,66.0,1900.0
64372002,Kontrol,Sakarya,,,,,,,,
64297027,Deney,Manisa,Kadin,1987.0,Lise (Lise),0.0,,1.0,80.0,600.0
65434029,Deney,Gaziantep,Erkek,1986.0,Lise (Lise),0.0,,,,
64297005,Kontrol,Manisa,Kadin,1990.0,2 Yillik Yuksek Ogrenim,0.0,,0.0,48.0,450.0
65358058,Kontrol,Mus,Kadin,1974.0,Ilkokul (5 Yil),0.0,,,,
65358064,Kontrol,Mus,Kadin,1983.0,Ortaokul/ Ortaokul (8 Yil),0.0,,,,
65883038,Deney,Usak,Kadin,1986.0,Lise (Lise),0.0,,1.0,48.0,730.0
67577033,Deney,Istanbul,Erkek,1979.0,Universite - Lisans Derecesi,0.0,,1.0,60.0,380.0
67577003,Kontrol,Istanbul,Kadin,1977.0,Universite - Lisans Derecesi,0.0,,1.0,30.0,800.0
61177019,Kontrol,Kayseri,Erkek,1989.0,2 Yillik Yuksek Ogrenim,0.0,,0.0,40.0,500.0
68119005,Kontrol,Denizli,Erkek,1982.0,Meslek Yuksekokulu,0.0,,1.0,55.0,1000.0
68441015,Kontrol,Istanbul,Kadin,1986.0,Ortaokul/ Ortaokul (8 Yil),0.0,,1.0,60.0,700.0
67799039,Deney,Istanbul,Erkek,1981.0,Ilkokul (5 Yil),1.0,0.0,0.0,55.0,950.0
67034064,Deney,Ankara,Kadin,1992.0,Lise (Lise),0.0,,0.0,70.0,500.0
67577013,Kontrol,Istanbul,Kadin,1986.0,Universite - Lisans Derecesi,0.0,,0.0,65.0,650.0
64295011,Kontrol,Manisa,Kadin,1990.0,Meslek Yuksekokulu,1.0,0.0,0.0,56.0,170.0
64431050,Deney,Kayseri,Kadin,1985.0,Universite - Lisans Derecesi,0.0,,0.0,60.0,500.0
68357044,Deney,Hatay,Kadin,1981.0,Lise (Lise),0.0,,0.0,45.0,200.0
65436015,Kontrol,Tekirdag,Kadin,1984.0,Ortaokul/ Ortaokul (8 Yil),0.0,,1.0,60.0,100.0
68301007,Kontrol,Hatay,,,,,,,,
68405010,Kontrol,Istanbul,Kadin,1971.0,Meslek Yuksekokulu,0.0,,0.0,84.0,3000.0
68302059,Deney,Hatay,Kadin,1981.0,Meslek Yuksekokulu,0.0,,,,
65984049,Kontrol,Hatay,Erkek,1976.0,Ilkokul (5 Yil),0.0,,1.0,70.0,900.0
64209004,Kontrol,Manisa,Erkek,1991.0,Lise (Lise),0.0,,0.0,100.0,1000.0
67683043,Deney,Istanbul,Kadin,1974.0,Ortaokul/ Ortaokul (8 Yil),0.0,,1.0,70.0,700.0
64068039,Deney,Elazig,Erkek,1989.0,Meslek Yuksekokulu,0.0,,1.0,40.0,700.0
65883008,Kontrol,Usak,Kadin,1985.0,Universite - Lisans Derecesi,0.0,,1.0,60.0,750.0
65988006,Kontrol,Hatay,Kadin,1987.0,Lise (Lise),0.0,,0.0,44.0,300.0
60409030,Deney,Istanbul,Kadin,1987.0,Universite - Lisans Derecesi,0.0,,1.0,60.0,700.0
64295031,Deney,Manisa,Kadin,1989.0,Lise (Lise),0.0,,1.0,53.0,600.0
67826043,Deney,Istanbul,Erkek,1983.0,Universite - Lisans Derecesi,0.0,,1.0,45.0,1300.0
68444034,Deney,Istanbul,Erkek,1991.0,Meslek Yuksekokulu,0.0,,,,
65883009,Kontrol,Usak,Erkek,1984.0,Universite - Lisans Derecesi,0.0,,,,
64346027,Deney,Kocaeli,Erkek,1975.0,Lise (Lise),0.0,,,,
65358130,Deney,Mus,Kadin,1992.0,Ilkokul (5 Yil),0.0,,0.0,8.0,500.0
60409026,Kontrol,Istanbul,Kadin,1972.0,2 Yillik Yuksek Ogrenim,0.0,,1.0,40.0,800.0
60929004,Kontrol,Istanbul,Erkek,1983.0,Ortaokul/ Ortaokul (8 Yil),1.0,0.0,0.0,54.0,1000.0
64281023,Deney,Izmir,Kadin,1989.0,Lise (Lise),0.0,,,,
64209035,Deney,Manisa,Erkek,1977.0,Meslek Yuksekokulu,1.0,0.0,1.0,30.0,700.0
65293023,Deney,Denizli,Erkek,1976.0,Ortaokul/ Ortaokul (8 Yil),0.0,,0.0,60.0,750.0
65984006,Kontrol,Hatay,Kadin,1978.0,Ilkokul (5 Yil),0.0,,,,
64337025,Kontrol,Kocaeli,Kadin,1962.0,Ilkokul (5 Yil),0.0,,,,
68302045,Deney,Hatay,Kadin,1987.0,2 Yillik Yuksek Ogrenim,0.0,,1.0,50.0,600.0
